"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "sample" "country" "vcontact_cluster" "crispr_host"
"24" "ERR589416_NODE_4_length_240984_cov_25.2573" 240984 25.2573 FALSE 60.18 FALSE FALSE "Siphoviridae" NA NA 1 57 FALSE "ERR589416" NA "VC_6935_0" "Atopobium"
"25" "ERR589418_NODE_1_length_280502_cov_6.15254" 280502 6.15254 FALSE 39.6 FALSE FALSE "Unassigned" NA NA 0 57 TRUE "ERR589418" NA "" "Streptococcus"
"26" "ERR589418_NODE_2_length_253972_cov_14.627" 253972 14.627 FALSE 34.89 FALSE FALSE "Myoviridae" NA NA 0 100 FALSE "ERR589418" NA "VC_1419_0" NA
"27" "ERR589418_NODE_3_length_253054_cov_15.5374" 253054 15.5374 FALSE 37.11 FALSE FALSE "Myoviridae" NA NA 0 96 FALSE "ERR589418" NA "VC_1419_6" NA
"29" "ERR589420_NODE_2_length_302575_cov_14.3112" 302575 14.3112 FALSE 32.18 FALSE FALSE "Myoviridae" NA NA 0 62 TRUE "ERR589420" NA NA "Prevotella"
"31" "ERR589420_NODE_6_length_229992_cov_13.7426" 229992 13.7426 TRUE 31.65 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR589420" NA NA NA
"32" "ERR589420_NODE_7_length_223764_cov_19.844" 223764 19.844 FALSE 25.84 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "ERR589420" NA NA NA
"34" "ERR589420_NODE_11_length_203503_cov_92.1356" 203503 92.1356 TRUE 31.51 FALSE FALSE "Myoviridae" NA NA 0 66 FALSE "ERR589420" NA "VC_240_3" NA
"35" "ERR589420_NODE_12_length_203291_cov_5.79902" 203291 5.79902 FALSE 30.2 FALSE FALSE "Myoviridae" NA NA 1 56 FALSE "ERR589420" NA NA "Veillonella"
"36" "ERR589424_NODE_2_length_324483_cov_6.01765" 324483 6.01765 FALSE 34.77 FALSE FALSE "Myoviridae" NA NA 0 59 TRUE "ERR589424" NA "VC_7832_9" "Prevotella"
"37" "ERR589426_NODE_9_length_251068_cov_11.4182" 251068 11.4182 FALSE 37.22 FALSE FALSE "Myoviridae" NA NA 0 94 FALSE "ERR589426" NA "VC_1419_6" NA
"38" "ERR589426_NODE_11_length_235074_cov_32.5489" 235074 32.5489 TRUE 33.8 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "ERR589426" NA "VC_3541_1" NA
"39" "ERR589428_NODE_4_length_208092_cov_24.4664" 208092 24.4664 FALSE 33.86 FALSE FALSE "Siphoviridae" NA NA 0 38 TRUE "ERR589428" NA NA "Streptococcus"
"40" "ERR589432_NODE_7_length_289320_cov_32.597" 289320 32.597 FALSE 29.52 FALSE FALSE "Myoviridae" NA NA 0 79 TRUE "ERR589432" NA NA "Streptococcus"
"42" "ERR589432_NODE_16_length_215843_cov_9.61145" 215843 9.61145 FALSE 39.33 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "ERR589432" NA "VC_2385_1" NA
"43" "ERR589435_NODE_4_length_231149_cov_5.64811" 231149 5.64811 FALSE 35.75 FALSE FALSE "Myoviridae" NA NA 0 58 FALSE "ERR589435" NA "VC_1671_4" NA
"44" "ERR589436_NODE_2_length_282553_cov_22.9348" 282553 22.9348 FALSE 53.33 FALSE FALSE "Siphoviridae" NA NA 0 33 FALSE "ERR589436" NA "" NA
"45" "ERR589436_NODE_4_length_223947_cov_7.56151" 223947 7.56151 FALSE 33.44 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "ERR589436" NA NA NA
"46" "ERR589440_NODE_6_length_346819_cov_11.3658" 346819 11.3658 FALSE 41.33 FALSE FALSE "Myoviridae" NA NA 0 73 TRUE "ERR589440" NA NA NA
"47" "ERR589450_NODE_1_length_351681_cov_5.16254" 351681 5.16254 FALSE 55.56 FALSE FALSE "Myoviridae" NA NA 1 62 TRUE "ERR589450" NA "" "Actinomyces"
"48" "ERR589450_NODE_4_length_248605_cov_22.8517" 248605 22.8517 FALSE 35 FALSE FALSE "Myoviridae" NA NA 0 96 FALSE "ERR589450" NA "VC_1419_0" NA
"49" "ERR589450_NODE_5_length_232074_cov_25.7624" 232074 25.7624 FALSE 42.35 FALSE FALSE "Myoviridae" NA NA 0 77 FALSE "ERR589450" NA "" NA
"51" "ERR589460_NODE_10_length_250578_cov_12.1743" 250578 12.1743 FALSE 36.89 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "ERR589460" NA NA "Streptococcus"
"52" "ERR589461_NODE_5_length_267868_cov_15.7799" 267868 15.7799 FALSE 33.49 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "ERR589461" NA "VC_4224_3" "Veillonella"
"54" "ERR589467_NODE_6_length_268899_cov_7.11059" 268899 7.11059 FALSE 55.81 FALSE FALSE "Myoviridae" NA NA 1 53 FALSE "ERR589467" NA "" "Actinomyces"
"56" "ERR589468_NODE_12_length_238440_cov_15.2897" 238440 15.2897 FALSE 30.83 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "ERR589468" NA "VC_2166_3" "Veillonella"
"57" "ERR589468_NODE_15_length_232313_cov_4.99175" 232313 4.99175 FALSE 31.77 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "ERR589468" NA "VC_1899_4" "Veillonella"
"58" "ERR589470_NODE_5_length_228082_cov_20.6637" 228082 20.6637 FALSE 30.69 FALSE FALSE "Myoviridae" NA NA 0 77 TRUE "ERR589470" NA "" "Prevotella"
"59" "ERR589470_NODE_6_length_223240_cov_12.608" 223240 12.608 FALSE 38.53 FALSE FALSE "Other" NA NA 0 52 FALSE "ERR589470" NA "VC_2465_0" NA
"60" "ERR589470_NODE_8_length_203298_cov_11.3746" 203298 11.3746 FALSE 49.59 FALSE FALSE "Siphoviridae" NA NA 0 27 FALSE "ERR589470" NA "" NA
"62" "ERR589474_NODE_3_length_418685_cov_59.3293" 418685 59.3293 FALSE 55.61 FALSE FALSE "Myoviridae" NA NA 1 79 TRUE "ERR589474" NA "" "Actinomyces"
"63" "ERR589476_NODE_12_length_267042_cov_70.8591" 267042 70.8591 TRUE 36.36 FALSE FALSE "Myoviridae" NA NA 0 98 FALSE "ERR589476" NA "VC_1419_6" "Neisseria"
"65" "ERR589477_NODE_3_length_448630_cov_3.63811" 448630 3.63811 FALSE 47.5 FALSE FALSE "Myoviridae" NA NA 0 71 TRUE "ERR589477" NA NA "Actinomyces"
"66" "ERR589477_NODE_10_length_268288_cov_13.1904" 268288 13.1904 FALSE 33.37 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "ERR589477" NA "VC_4224_3" "Veillonella"
"68" "ERR589482_NODE_15_length_215171_cov_15.0685" 215171 15.0685 FALSE 30.27 FALSE FALSE "Myoviridae" NA NA 0 67 FALSE "ERR589482" NA "" NA
"69" "ERR589486_NODE_2_length_256915_cov_9.26168" 256915 9.26168 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "ERR589486" NA "VC_3828_3" NA
"70" "ERR589488_NODE_6_length_259556_cov_52.1781" 259556 52.1781 FALSE 49.61 FALSE FALSE "Unassigned" NA NA 0 40 FALSE "ERR589488" NA "" NA
"71" "ERR589488_NODE_7_length_248958_cov_38.8047" 248958 38.8047 TRUE 34.91 FALSE FALSE "Myoviridae" NA NA 0 97 FALSE "ERR589488" NA "VC_1419_0" NA
"72" "ERR589488_NODE_14_length_202605_cov_5.27921" 202605 5.27921 FALSE 32.87 FALSE FALSE "Myoviridae" NA NA 0 55 TRUE "ERR589488" NA NA NA
"73" "ERR589488_NODE_15_length_200430_cov_4.8925" 200430 4.8925 FALSE 38.56 FALSE FALSE "Other" NA NA 0 47 FALSE "ERR589488" NA "VC_2465_0" NA
"74" "ERR589493_NODE_2_length_304584_cov_7.42619" 304584 7.42619 FALSE 52.47 FALSE FALSE "Siphoviridae" NA NA 0 41 FALSE "ERR589493" NA NA NA
"75" "ERR589493_NODE_3_length_236490_cov_7.91112" 236490 7.91112 TRUE 33.82 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "ERR589493" NA "VC_3541_1" NA
"76" "ERR589496_NODE_5_length_325765_cov_22.4085" 325765 22.4085 TRUE 32.36 FALSE FALSE "Myoviridae" NA NA 0 103 TRUE "ERR589496" NA "" NA
"77" "ERR589499_NODE_13_length_241467_cov_8.20569" 241467 8.20569 FALSE 34.81 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "ERR589499" NA NA NA
"78" "ERR589507_NODE_23_length_259745_cov_22.0082" 259745 22.0082 FALSE 41.51 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "ERR589507" NA "" NA
"81" "ERR589522_NODE_3_length_241546_cov_24.7065" 241546 24.7065 FALSE 33.75 FALSE FALSE "Myoviridae" NA NA 0 90 FALSE "ERR589522" NA "VC_3541_1" NA
"83" "ERR589525_NODE_1_length_270147_cov_25.2534" 270147 25.2534 FALSE 42.65 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "ERR589525" NA "" "Streptococcus"
"84" "ERR589550_NODE_13_length_214063_cov_4.60348" 214063 4.60348 FALSE 29.69 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "ERR589550" NA "VC_7842_8" NA
"85" "ERR589556_NODE_30_length_232119_cov_14.2238" 232119 14.2238 FALSE 36.13 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "ERR589556" NA "" "Eubacterium"
"86" "ERR589576_NODE_2_length_390435_cov_11.5496" 390435 11.5496 FALSE 29.8 FALSE FALSE "Myoviridae" NA NA 0 76 TRUE "ERR589576" NA NA NA
"87" "ERR589604_NODE_12_length_252163_cov_229.014" 252163 229.014 TRUE 37.15 FALSE FALSE "Myoviridae" NA NA 0 95 FALSE "ERR589604" NA "VC_1419_6" "Neisseria"
"89" "ERR589608_NODE_12_length_236194_cov_64.3221" 236194 64.3221 TRUE 42.41 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "ERR589608" NA "" NA
"92" "ERR589618_NODE_4_length_306957_cov_10.7714" 306957 10.7714 FALSE 52.59 FALSE FALSE "Siphoviridae" NA NA 0 39 TRUE "ERR589618" NA "VC_3139_17" NA
"94" "ERR589621_NODE_9_length_227105_cov_8.538" 227105 8.538 TRUE 39.16 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "ERR589621" NA "VC_2385_1" NA
"95" "ERR589627_NODE_11_length_237173_cov_4.56449" 237173 4.56449 FALSE 33.72 FALSE FALSE "Myoviridae" NA NA 0 86 FALSE "ERR589627" NA "VC_3541_1" NA
"98" "ERR589629_NODE_13_length_210410_cov_5.86219" 210410 5.86219 FALSE 46.76 FALSE FALSE "Myoviridae" NA NA 0 26 FALSE "ERR589629" NA NA "Actinomyces"
"99" "ERR589632_NODE_9_length_253907_cov_13.103" 253907 13.103 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "ERR589632" NA "VC_8879_7" NA
"100" "ERR589638_NODE_10_length_243430_cov_5.40276" 243430 5.40276 FALSE 30.81 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "ERR589638" NA "VC_2166_3" "Veillonella"
"101" "ERR589642_NODE_10_length_267647_cov_6.08593" 267647 6.08593 FALSE 32.81 FALSE FALSE "Siphoviridae" NA NA 0 28 FALSE "ERR589642" NA "VC_3157_5" "Streptococcus"
"102" "ERR589642_NODE_13_length_243671_cov_9.19983" 243671 9.19983 TRUE 33.71 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "ERR589642" NA "VC_3541_1" NA
"104" "ERR589642_NODE_16_length_234787_cov_9.54712" 234787 9.54712 FALSE 38.94 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "ERR589642" NA "" NA
"106" "ERR589644_NODE_11_length_229774_cov_10.9417" 229774 10.9417 TRUE 31.47 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "ERR589644" NA NA NA
"107" "ERR589645_NODE_9_length_264051_cov_13.0557" 264051 13.0557 FALSE 33.42 FALSE FALSE "Siphoviridae" NA NA 0 25 FALSE "ERR589645" NA NA "Streptococcus"
"108" "ERR589646_NODE_37_length_200285_cov_8.24245" 200285 8.24245 FALSE 31.57 FALSE FALSE "Myoviridae" NA NA 0 60 FALSE "ERR589646" NA "VC_240_3" NA
"109" "ERR589648_NODE_8_length_206087_cov_76.4198" 206087 76.4198 FALSE 38.49 FALSE FALSE "Siphoviridae" NA NA 0 34 TRUE "ERR589648" NA "" "Streptococcus"
"112" "ERR589658_NODE_4_length_238023_cov_44.7933" 238023 44.7933 FALSE 33.8 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "ERR589658" NA "VC_3541_1" NA
"114" "ERR589659_NODE_12_length_230408_cov_41.4068" 230408 41.4068 FALSE 41.98 FALSE FALSE "Siphoviridae" NA NA 0 55 TRUE "ERR589659" NA "" NA
"116" "ERR589660_NODE_9_length_251743_cov_8.24763" 251743 8.24763 FALSE 36.86 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "ERR589660" NA NA "Porphyromonas"
"118" "ERR589663_NODE_10_length_234793_cov_65.7821" 234793 65.7821 TRUE 33.78 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "ERR589663" NA "VC_3541_1" NA
"119" "ERR589666_NODE_5_length_290540_cov_7.69353" 290540 7.69353 FALSE 42.88 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "ERR589666" NA "" "Streptococcus"
"120" "ERR589685_NODE_5_length_255857_cov_8.75687" 255857 8.75687 FALSE 49.94 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "ERR589685" NA "" NA
"121" "ERR589703_NODE_3_length_201101_cov_7.53798" 201101 7.53798 FALSE 36.07 FALSE FALSE "Myoviridae" NA NA 0 26 FALSE "ERR589703" NA "VC_4340_1" NA
"122" "ERR589708_NODE_6_length_259691_cov_6.83762" 259691 6.83762 FALSE 30.71 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "ERR589708" NA NA NA
"125" "ERR589746_NODE_12_length_258397_cov_6.74816" 258397 6.74816 FALSE 33.79 FALSE FALSE "Myoviridae" NA NA 0 37 TRUE "ERR589746" NA NA NA
"126" "ERR589748_NODE_5_length_348284_cov_8.06265" 348284 8.06265 FALSE 29.82 FALSE FALSE "Myoviridae" NA NA 0 80 TRUE "ERR589748" NA NA NA
"127" "ERR589750_NODE_6_length_372024_cov_20.0773" 372024 20.0773 FALSE 29.98 FALSE FALSE "Myoviridae" NA NA 0 86 TRUE "ERR589750" NA NA NA
"128" "ERR589762_NODE_15_length_224991_cov_14.4081" 224991 14.4081 TRUE 45.33 FALSE FALSE "Myoviridae" NA NA 0 147 FALSE "ERR589762" NA "VC_573_1" NA
"129" "ERR589769_NODE_37_length_220777_cov_12.0692" 220777 12.0692 FALSE 45.49 FALSE FALSE "Myoviridae" NA NA 0 148 FALSE "ERR589769" NA "VC_573_1" NA
"130" "ERR589785_NODE_20_length_269622_cov_38.5307" 269622 38.5307 FALSE 31.15 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "ERR589785" NA NA NA
"131" "ERR589796_NODE_1_length_512029_cov_8.91079" 512029 8.91079 FALSE 31.96 FALSE FALSE "Siphoviridae" NA NA 10 107 TRUE "ERR589796" NA NA NA
"132" "ERR589796_NODE_26_length_210837_cov_9.11346" 210837 9.11346 FALSE 32.39 FALSE FALSE "Myoviridae" NA NA 2 34 FALSE "ERR589796" NA "" NA
"133" "ERR589808_NODE_24_length_213797_cov_6.97137" 213797 6.97137 FALSE 31.4 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "ERR589808" NA "VC_4314_0" NA
"134" "ERR589826_NODE_12_length_228591_cov_8.75589" 228591 8.75589 FALSE 33.78 FALSE FALSE "Siphoviridae" NA NA 0 53 TRUE "ERR589826" NA NA NA
"135" "ERR589829_NODE_17_length_219211_cov_31.8515" 219211 31.8515 FALSE 36.52 FALSE FALSE "Siphoviridae" NA NA 0 74 TRUE "ERR589829" NA "" "Coprococcus"
"136" "ERR589855_NODE_29_length_207552_cov_15.8838" 207552 15.8838 FALSE 30.4 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "ERR589855" NA NA NA
"138" "ERR589869_NODE_6_length_259425_cov_16.1393" 259425 16.1393 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "ERR589869" NA NA NA
"140" "ERR589874_NODE_24_length_210016_cov_16.1993" 210016 16.1993 FALSE 27.43 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "ERR589874" NA NA NA
"141" "ERR1474568_NODE_4_length_227053_cov_6.57548" 227053 6.57548 FALSE 39.21 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "ERR1474568" NA "VC_2385_1" NA
"142" "ERR1474568_NODE_6_length_201530_cov_57.6677" 201530 57.6677 FALSE 31.65 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR1474568" NA "VC_240_3" NA
"144" "ERR1474570_NODE_3_length_211527_cov_11.7559" 211527 11.7559 FALSE 38.79 FALSE FALSE "Other" NA NA 0 51 FALSE "ERR1474570" NA "VC_2465_0" NA
"145" "ERR1474583_NODE_1_length_238631_cov_8.08518" 238631 8.08518 FALSE 34.78 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "ERR1474583" NA "VC_1419_0" NA
"146" "ERR1474584_NODE_1_length_239551_cov_58.3549" 239551 58.3549 FALSE 33.6 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "ERR1474584" NA "VC_3541_1" NA
"147" "ERR1474586_NODE_1_length_213659_cov_10.4734" 213659 10.4734 FALSE 36.61 FALSE FALSE "Myoviridae" NA NA 0 43 TRUE "ERR1474586" NA NA "Streptococcus"
"148" "SRS011084_NODE_12_length_328208_cov_2278.27" 328208 2278.27 FALSE 31.23 FALSE FALSE "Myoviridae" NA NA 0 76 TRUE "SRS011084" NA NA NA
"149" "SRS011115_NODE_5_length_302809_cov_8.25506" 302809 8.25506 FALSE 49.85 FALSE FALSE "Siphoviridae" NA NA 0 46 FALSE "SRS011115" NA "" NA
"150" "SRS011115_NODE_7_length_277519_cov_89.067" 277519 89.067 FALSE 28.77 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS011115" NA "VC_6797_7" NA
"153" "SRS011126_NODE_5_length_239560_cov_87.3339" 239560 87.3339 TRUE 42.29 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS011126" NA "" NA
"154" "SRS011140_NODE_2_length_436784_cov_68.9361" 436784 68.9361 FALSE 27.07 FALSE FALSE "Myoviridae" NA NA 0 91 FALSE "SRS011140" NA NA "Neisseria"
"156" "SRS011140_NODE_15_length_228010_cov_44.6028" 228010 44.6028 TRUE 39.19 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS011140" NA "VC_2385_1" NA
"157" "SRS011310_NODE_1_length_277651_cov_20.1606" 277651 20.1606 FALSE 37.04 FALSE FALSE "Siphoviridae" NA NA 0 49 TRUE "SRS011310" NA NA "Streptococcus"
"158" "SRS012279_NODE_6_length_228781_cov_34.0323" 228781 34.0323 TRUE 32.74 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "SRS012279" NA "VC_1774_11" NA
"159" "SRS012285_NODE_3_length_318089_cov_9.53748" 318089 9.53748 FALSE 29.35 FALSE FALSE "Myoviridae" NA NA 0 99 TRUE "SRS012285" NA NA NA
"160" "SRS012285_NODE_4_length_256964_cov_25.8191" 256964 25.8191 TRUE 36.95 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "SRS012285" NA "VC_1419_6" "Neisseria"
"161" "SRS013234_NODE_1_length_222243_cov_7.50393" 222243 7.50393 FALSE 35.12 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS013234" NA NA NA
"162" "SRS013252_NODE_7_length_269911_cov_143.484" 269911 143.484 TRUE 41.29 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "SRS013252" NA "VC_3069_2" NA
"163" "SRS013476_NODE_13_length_213633_cov_16.2984" 213633 16.2984 FALSE 39.26 FALSE FALSE "Myoviridae" NA NA 0 32 TRUE "SRS013476" NA "" NA
"164" "SRS013502_NODE_4_length_320586_cov_11.0399" 320586 11.0399 FALSE 32.63 FALSE FALSE "Myoviridae" NA NA 0 57 TRUE "SRS013502" NA "VC_4090_14" NA
"167" "SRS013818_NODE_2_length_258888_cov_4.38088" 258888 4.38088 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "SRS013818" NA "VC_8879_7" NA
"168" "SRS013879_NODE_7_length_260460_cov_18.7579" 260460 18.7579 TRUE 34.06 FALSE FALSE "Myoviridae" NA NA 0 105 FALSE "SRS013879" NA "" NA
"169" "SRS013879_NODE_8_length_241272_cov_14.1713" 241272 14.1713 FALSE 36.38 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "SRS013879" NA "VC_178_5" NA
"170" "SRS013879_NODE_11_length_207354_cov_10.9341" 207354 10.9341 TRUE 31.57 FALSE FALSE "Myoviridae" NA NA 0 66 FALSE "SRS013879" NA "VC_240_2" NA
"171" "SRS013947_NODE_6_length_208248_cov_14.0653" 208248 14.0653 TRUE 31.48 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "SRS013947" NA "VC_240_2" NA
"172" "SRS013948_NODE_9_length_208364_cov_9.05468" 208364 9.05468 FALSE 31.48 FALSE FALSE "Myoviridae" NA NA 0 73 FALSE "SRS013948" NA "VC_240_2" NA
"173" "SRS013949_NODE_2_length_238333_cov_28.884" 238333 28.884 FALSE 33.98 FALSE FALSE "Myoviridae" NA NA 0 17 FALSE "SRS013949" NA "" NA
"179" "SRS014271_NODE_12_length_203987_cov_105.953" 203987 105.953 FALSE 31.1 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS014271" NA NA NA
"180" "SRS014470_NODE_1_length_389119_cov_8.88358" 389119 8.88358 TRUE 26.52 FALSE FALSE "Myoviridae" NA NA 1 90 TRUE "SRS014470" NA "" NA
"183" "SRS014470_NODE_6_length_244976_cov_7.18311" 244976 7.18311 TRUE 31.69 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS014470" NA "VC_8794_2" NA
"185" "SRS014470_NODE_10_length_201148_cov_7.25402" 201148 7.25402 FALSE 27.08 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS014470" NA "VC_184_0" NA
"187" "SRS014476_NODE_3_length_260597_cov_8.33481" 260597 8.33481 FALSE 36.96 FALSE FALSE "Myoviridae" NA NA 0 99 FALSE "SRS014476" NA "VC_1419_6" NA
"188" "SRS014476_NODE_7_length_247592_cov_26.5753" 247592 26.5753 FALSE 28.29 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "SRS014476" NA "VC_3143_1" "Fusobacterium"
"189" "SRS014476_NODE_9_length_206686_cov_5.83232" 206686 5.83232 FALSE 29.42 FALSE FALSE "Myoviridae" NA NA 0 40 TRUE "SRS014476" NA "VC_183_0" NA
"191" "SRS014573_NODE_5_length_265666_cov_8.10716" 265666 8.10716 FALSE 37.37 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "SRS014573" NA "VC_1820_5" "Centipeda"
"193" "SRS014573_NODE_7_length_231254_cov_10.0419" 231254 10.0419 FALSE 33.21 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS014573" NA "VC_3828_3" NA
"194" "SRS014578_NODE_11_length_252396_cov_32.6576" 252396 32.6576 FALSE 49.53 FALSE FALSE "Unassigned" NA NA 1 46 FALSE "SRS014578" NA "VC_7508_2" "Rothia"
"195" "SRS014578_NODE_12_length_245002_cov_6.98652" 245002 6.98652 FALSE 33.59 FALSE FALSE "Myoviridae" NA NA 0 54 TRUE "SRS014578" NA "VC_4998_1" "Streptococcus"
"196" "SRS014578_NODE_20_length_208445_cov_10.6138" 208445 10.6138 FALSE 37.5 FALSE FALSE "Myoviridae" NA NA 1 30 TRUE "SRS014578" NA NA NA
"197" "SRS014687_NODE_2_length_335527_cov_1416.44" 335527 1416.44 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 95 TRUE "SRS014687" NA "VC_1674_5" NA
