#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VOG0377              -          Ga0247723_1000001_106 -            3.7e-07   28.9   0.2     6e-07   28.2   0.2   1.3   1   1   0   1   1   1   1 -
VOG4155              -          Ga0247723_1000001_107 -            1.4e-34  117.8   0.2   1.6e-34  117.6   0.2   1.0   1   0   0   1   1   1   1 -
VOG1031              -          Ga0247723_1000001_108 -            3.9e-69  232.5   1.5   4.4e-69  232.4   1.5   1.0   1   0   0   1   1   1   1 -
VOG4142              -          Ga0247723_1000001_115 -            9.8e-45  152.3   2.5   1.1e-44  152.1   2.5   1.0   1   0   0   1   1   1   1 -
VOG2820              -          Ga0247723_1000001_117 -            1.2e-07   30.8   0.0   5.8e-07   28.6   0.0   2.0   2   1   0   2   2   2   1 -
VOG0274              -          Ga0247723_1000001_117 -            5.7e-07   28.1   0.1   1.1e-06   27.1   0.1   1.4   1   0   0   1   1   1   1 -
VOG1200              -          Ga0247723_1000001_117 -            1.1e-06   27.4   1.0   0.00088   17.9   0.1   3.2   2   1   0   2   2   2   2 -
VOG0085              -          Ga0247723_1000001_118 -            4.3e-37  126.4   0.1   4.9e-37  126.2   0.1   1.1   1   0   0   1   1   1   1 -
VOG5170              -          Ga0247723_1000001_119 -            1.3e-33  115.7   0.2   2.3e-33  114.8   0.2   1.3   1   1   0   1   1   1   1 -
VOG1255              -          Ga0247723_1000001_119 -            3.8e-12   44.9   0.2   6.8e-11   40.8   0.1   2.1   2   0   0   2   2   2   2 -
VOG4154              -          Ga0247723_1000001_140 -            2.5e-98  329.6   0.0   3.4e-98  329.2   0.0   1.1   1   0   0   1   1   1   1 -
VOG4577              -          Ga0247723_1000001_146 -            6.4e-34  116.8  15.9   9.7e-34  116.2  15.9   1.2   1   0   0   1   1   1   1 -
VOG3824              -          Ga0247723_1000001_146 -            1.4e-09   36.4   0.4   5.6e-05   21.3   0.0   2.5   2   0   0   2   2   2   2 -
VOG0460              -          Ga0247723_1000001_148 -            2.9e-14   52.1   0.3   3.1e-08   32.3   0.0   2.2   2   1   0   2   2   2   2 -
VOG4548              -          Ga0247723_1000001_151 -              1e-58  198.3   0.7   1.6e-58  197.7   0.7   1.2   1   0   0   1   1   1   1 -
VOG3724              -          Ga0247723_1000001_151 -            9.4e-25   85.8   4.7   1.4e-14   52.2   0.7   2.1   2   0   0   2   2   2   2 -
VOG0356              -          Ga0247723_1000001_155 -            3.3e-73  246.5  23.0   2.6e-65  220.4   4.6   2.3   2   0   0   2   2   2   2 -
VOG8004              -          Ga0247723_1000001_155 -            2.5e-30  104.3   2.7   5.2e-30  103.3   2.7   1.4   1   0   0   1   1   1   1 -
VOG10967             -          Ga0247723_1000001_155 -            1.9e-19   68.4   1.3   8.4e-17   59.6   0.3   2.5   2   0   0   2   2   2   2 -
VOG7387              -          Ga0247723_1000001_157 -            2.9e-15   55.5   0.0   3.4e-15   55.3   0.0   1.0   1   0   0   1   1   1   1 -
VOG1005              -          Ga0247723_1000001_157 -            8.3e-09   34.3   0.0     1e-08   34.1   0.0   1.0   1   0   0   1   1   1   1 -
VOG0997              -          Ga0247723_1000001_158 -            7.8e-09   34.4   0.2   1.1e-08   34.0   0.2   1.2   1   0   0   1   1   1   1 -
VOG7415              -          Ga0247723_1000001_158 -            2.8e-06   25.8   0.0   3.4e-05   22.2   0.0   2.0   1   1   0   1   1   1   1 -
VOG0499              -          Ga0247723_1000001_165 -            7.9e-17   61.2   5.2   9.5e-17   60.9   5.2   1.2   1   0   0   1   1   1   1 -
VOG1401              -          Ga0247723_1000001_166 -            2.2e-12   46.0   0.5   2.5e-12   45.8   0.5   1.0   1   0   0   1   1   1   1 -
VOG0028              -          Ga0247723_1000001_168 -            1.8e-26   92.2   0.1   2.1e-26   92.0   0.1   1.1   1   0   0   1   1   1   1 -
VOG0025              -          Ga0247723_1000001_170 -            5.9e-25   88.1   7.6   8.2e-25   87.6   7.6   1.1   1   0   0   1   1   1   1 -
VOG4562              -          Ga0247723_1000001_171 -            8.1e-53  178.7   9.2   9.6e-53  178.5   9.2   1.0   1   0   0   1   1   1   1 -
VOG0088              -          Ga0247723_1000001_172 -           1.2e-124  416.6   6.6  1.4e-124  416.4   6.6   1.0   1   0   0   1   1   1   1 -
VOG2368              -          Ga0247723_1000001_172 -            8.8e-73  244.5   2.2   4.1e-44  149.6   0.0   3.1   1   1   2   3   3   3   3 -
VOG4550              -          Ga0247723_1000001_173 -            1.1e-10   41.0   0.5   1.5e-10   40.6   0.5   1.2   1   0   0   1   1   1   1 -
VOG6166              -          Ga0247723_1000001_173 -            2.2e-06   26.5   0.0   6.8e-06   25.0   0.0   1.8   1   1   0   1   1   1   1 -
VOG4695              -          Ga0247723_1000001_174 -            1.6e-25   89.1  15.3   1.9e-16   59.2  10.6   2.0   2   0   0   2   2   2   2 -
VOG8266              -          Ga0247723_1000001_174 -            1.1e-07   29.0   0.2   2.5e-07   27.8   0.2   1.5   1   0   0   1   1   1   1 -
VOG1322              -          Ga0247723_1000001_183 -            2.1e-64  216.4  15.0   2.6e-64  216.1  15.0   1.1   1   0   0   1   1   1   1 -
VOG1093              -          Ga0247723_1000001_186 -            1.2e-09   37.6   0.0   1.8e-09   37.0   0.0   1.2   1   0   0   1   1   1   1 -
VOG4551              -          Ga0247723_1000001_190 -            2.9e-41  141.7   4.6   3.1e-41  141.6   4.6   1.0   1   0   0   1   1   1   1 -
VOG2848              -          Ga0247723_1000001_191 -            4.2e-17   61.4   0.1   5.2e-17   61.1   0.1   1.1   1   0   0   1   1   1   1 -
VOG4575              -          Ga0247723_1000001_196 -            1.3e-30  106.1   1.0   1.6e-30  105.9   1.0   1.0   1   0   0   1   1   1   1 -
VOG4570              -          Ga0247723_1000001_196 -            1.8e-06   26.5   0.1   4.5e-05   21.9   0.1   2.0   1   1   0   1   1   1   1 -
VOG1094              -          Ga0247723_1000001_198 -            4.4e-06   25.4   0.5   5.1e-06   25.2   0.5   1.2   1   0   0   1   1   1   1 -
VOG0083              -          Ga0247723_1000001_201 -            4.3e-36  124.1  51.8   4.3e-36  124.1  51.8   1.6   2   0   0   2   2   2   1 -
VOG4571              -          Ga0247723_1000001_203 -            1.4e-39  135.2   0.2   1.7e-39  135.0   0.2   1.1   1   0   0   1   1   1   1 -
VOG6170              -          Ga0247723_1000001_203 -            2.9e-18   64.6   0.0   5.3e-18   63.8   0.0   1.5   1   0   0   1   1   1   1 -
VOG5418              -          Ga0247723_1000001_203 -              7e-09   34.4   0.0     2e-08   32.9   0.0   1.8   1   0   0   1   1   1   1 -
VOG0052              -          Ga0247723_1000001_205 -            1.4e-37  128.5   3.1   6.5e-37  126.3   3.1   1.8   1   1   0   1   1   1   1 -
VOG8257              -          Ga0247723_1000001_205 -            2.3e-09   35.5   7.6   3.1e-09   35.1   4.7   2.3   1   1   1   2   2   2   1 -
VOG5079              -          Ga0247723_1000001_221 -            2.7e-11   42.2   0.1   3.9e-11   41.7   0.1   1.2   1   0   0   1   1   1   1 -
VOG5196              -          Ga0247723_1000001_221 -            2.2e-10   39.5   0.1   3.3e-10   39.0   0.1   1.2   1   0   0   1   1   1   1 -
VOG4254              -          Ga0247723_1000001_221 -            1.7e-08   32.5   0.2   4.6e-08   31.1   0.1   1.8   2   0   0   2   2   2   1 -
VOG3798              -          Ga0247723_1000001_221 -            1.8e-08   33.6   8.0   5.1e-06   25.8   1.7   2.3   2   0   0   2   2   2   2 -
VOG4694              -          Ga0247723_1000001_223 -            5.3e-29  100.9  10.9   6.1e-29  100.7  10.9   1.0   1   0   0   1   1   1   1 -
VOG2486              -          Ga0247723_1000001_234 -              6e-06   24.7   0.0     9e-06   24.1   0.0   1.2   1   0   0   1   1   1   1 -
VOG5047              -          Ga0247723_1000001_236 -            4.5e-08   32.0  19.6   1.4e-07   30.4  19.8   1.7   1   1   0   1   1   1   1 -
VOG4549              -          Ga0247723_1000001_237 -            1.7e-08   34.1   0.0   2.1e-08   33.8   0.0   1.1   1   0   0   1   1   1   1 -
VOG4549              -          Ga0247723_1000001_238 -            4.3e-07   29.5   0.7   5.3e-07   29.3   0.7   1.3   1   1   0   1   1   1   1 -
VOG4559              -          Ga0247723_1000001_246 -            1.7e-19   69.1   1.7   2.1e-19   68.8   1.7   1.0   1   0   0   1   1   1   1 -
VOG10956             -          Ga0247723_1000001_246 -            8.1e-18   63.7   0.3   9.9e-18   63.4   0.3   1.0   1   0   0   1   1   1   1 -
VOG11012             -          Ga0247723_1000001_246 -            5.6e-17   60.5   0.7   6.8e-17   60.2   0.7   1.1   1   0   0   1   1   1   1 -
VOG9112              -          Ga0247723_1000001_246 -            4.9e-11   42.2   0.0   5.8e-11   42.0   0.0   1.0   1   0   0   1   1   1   1 -
VOG4804              -          Ga0247723_1000001_246 -            1.5e-08   33.4   0.0   1.6e-08   33.3   0.0   1.0   1   0   0   1   1   1   1 -
VOG4571              -          Ga0247723_1000001_248 -            5.1e-40  136.7   0.1   6.7e-40  136.3   0.1   1.1   1   0   0   1   1   1   1 -
VOG11065             -          Ga0247723_1000001_248 -              2e-14   53.0   0.0   3.1e-14   52.4   0.0   1.3   1   0   0   1   1   1   1 -
VOG1326              -          Ga0247723_1000001_248 -            6.9e-14   50.9   0.1   1.8e-08   33.0   0.0   2.2   2   0   0   2   2   2   2 -
VOG6170              -          Ga0247723_1000001_248 -            3.5e-13   48.3   0.0   5.8e-13   47.6   0.0   1.3   1   0   0   1   1   1   1 -
VOG5418              -          Ga0247723_1000001_248 -            3.3e-06   25.8   0.0   6.5e-06   24.9   0.0   1.5   1   0   0   1   1   1   1 -
VOG0443              -          Ga0247723_1000001_250 -            2.4e-14   52.5   1.2   2.7e-14   52.3   1.2   1.1   1   0   0   1   1   1   1 -
VOG1362              -          Ga0247723_1000001_257 -            3.8e-45  152.4   0.0   4.1e-45  152.2   0.0   1.0   1   0   0   1   1   1   1 -
VOG4679              -          Ga0247723_1000001_257 -            4.8e-06   24.2   0.1   6.3e-06   23.8   0.1   1.2   1   0   0   1   1   1   1 -
VOG0157              -          Ga0247723_1000001_258 -            5.7e-46  155.7   6.3   6.8e-46  155.5   6.3   1.0   1   0   0   1   1   1   1 -
VOG5707              -          Ga0247723_1000001_260 -            8.5e-27   92.4   0.0   9.7e-27   92.2   0.0   1.1   1   0   0   1   1   1   1 -
VOG3807              -          Ga0247723_1000001_269 -              3e-20   71.9   2.3   3.9e-20   71.5   2.3   1.1   1   0   0   1   1   1   1 -
VOG0676              -          Ga0247723_1000001_270 -            6.1e-24   84.2   2.9     3e-22   78.6   2.9   2.3   1   1   0   1   1   1   1 -
VOG6918              -          Ga0247723_1000001_273 -            3.7e-22   77.6   0.2   2.4e-10   38.7   0.0   2.1   1   1   1   2   2   2   2 -
VOG0163              -          Ga0247723_1000001_273 -            8.9e-18   63.8   1.1   1.2e-17   63.3   1.1   1.1   1   0   0   1   1   1   1 -
VOG0996              -          Ga0247723_1000001_273 -            1.5e-12   46.8   0.4   1.9e-12   46.4   0.4   1.1   1   0   0   1   1   1   1 -
VOG6586              -          Ga0247723_1000001_273 -            5.3e-10   37.4   0.0   1.3e-09   36.1   0.0   1.3   1   1   0   1   1   1   1 -
VOG5840              -          Ga0247723_1000001_273 -              6e-08   30.8   2.0   1.5e-07   29.5   2.0   1.7   1   1   0   1   1   1   1 -
VOG5775              -          Ga0247723_1000001_273 -            7.6e-08   30.3   0.1   0.00043   17.9   0.2   2.1   2   0   0   2   2   2   2 -
VOG4551              -          Ga0256845_1000001_1  -            1.1e-23   84.0   1.3   1.3e-23   83.7   1.3   1.0   1   0   0   1   1   1   1 -
VOG1850              -          Ga0256845_1000001_9  -            4.6e-15   54.9   0.1     2e-14   52.8   0.1   1.7   1   1   0   1   1   1   1 -
VOG0051              -          Ga0256845_1000001_14 -            8.7e-40  135.9   0.3   1.5e-30  105.4   1.0   2.1   2   0   0   2   2   2   2 -
VOG5203              -          Ga0256845_1000001_14 -            1.1e-24   85.9   0.3   3.6e-16   57.8   0.0   2.1   1   1   1   2   2   2   2 -
VOG5101              -          Ga0256845_1000001_14 -            1.6e-14   52.0   0.0   1.2e-09   35.8   0.0   2.2   1   1   1   2   2   2   2 -
VOG0058              -          Ga0256845_1000001_15 -            7.7e-56  188.4   0.2     9e-56  188.2   0.2   1.1   1   0   0   1   1   1   1 -
VOG1190              -          Ga0256845_1000001_16 -            3.8e-62  209.7   0.0   8.9e-62  208.4   0.0   1.5   1   1   1   2   2   2   1 -
VOG8575              -          Ga0256845_1000001_24 -            7.7e-26   90.0   0.2   2.6e-25   88.3   0.2   1.8   1   0   0   1   1   1   1 -
VOG6602              -          Ga0256845_1000001_37 -            1.9e-12   46.1   7.7   2.7e-12   45.7   7.7   1.2   1   0   0   1   1   1   1 -
VOG9238              -          Ga0256845_1000001_38 -            2.5e-13   49.0   0.3     3e-13   48.8   0.3   1.0   1   0   0   1   1   1   1 -
VOG1191              -          Ga0256845_1000001_38 -            1.1e-11   43.4   0.1   1.1e-11   43.4   0.1   1.1   1   0   0   1   1   1   1 -
VOG6602              -          Ga0256845_1000001_39 -            6.9e-13   47.6   0.2     1e-12   47.0   0.2   1.3   1   0   0   1   1   1   1 -
VOG8909              -          Ga0256845_1000001_39 -            1.1e-06   27.5   0.0   1.6e-06   26.9   0.0   1.2   1   0   0   1   1   1   1 -
VOG9238              -          Ga0256845_1000001_40 -            4.7e-52  176.4   0.1   5.4e-52  176.2   0.1   1.0   1   0   0   1   1   1   1 -
VOG1191              -          Ga0256845_1000001_40 -            1.5e-51  174.4   0.3   3.5e-51  173.3   0.3   1.5   1   1   0   1   1   1   1 -
VOG5461              -          Ga0256845_1000001_41 -              7e-53  178.6  16.3   9.4e-53  178.2  16.3   1.0   1   0   0   1   1   1   1 -
VOG4737              -          Ga0256845_1000001_41 -              1e-07   30.9   8.0   9.3e-05   21.3   0.9   2.4   1   1   1   2   2   2   2 -
VOG8909              -          Ga0256845_1000001_41 -            8.4e-06   24.6   0.1   1.4e-05   23.9   0.1   1.2   1   0   0   1   1   1   1 -
VOG5461              -          Ga0256845_1000001_42 -            1.9e-43  147.6  10.1   2.5e-43  147.2  10.1   1.0   1   0   0   1   1   1   1 -
VOG4737              -          Ga0256845_1000001_42 -            2.5e-08   32.9   1.2   1.3e-07   30.6   1.2   2.1   1   1   0   1   1   1   1 -
VOG6005              -          Ga0256845_1000001_42 -            4.6e-06   25.5   1.0     0.017   13.9   0.0   3.2   2   1   0   3   3   3   2 -
VOG1326              -          Ga0256845_1000001_43 -            8.5e-12   44.0   0.0   1.7e-11   43.0   0.0   1.5   1   0   0   1   1   1   1 -
VOG4571              -          Ga0256845_1000001_45 -            4.8e-23   81.1   0.1   1.7e-18   66.2   0.0   2.1   1   1   1   2   2   2   2 -
VOG6170              -          Ga0256845_1000001_45 -            4.2e-15   54.5   0.0   6.9e-15   53.8   0.0   1.4   1   0   0   1   1   1   1 -
VOG5418              -          Ga0256845_1000001_45 -            7.6e-07   27.9   0.0   1.9e-06   26.6   0.0   1.7   1   0   0   1   1   1   1 -
VOG4805              -          Ga0256845_1000001_55 -            5.3e-21   74.3  10.8     2e-07   30.2   0.1   3.2   1   1   2   3   3   3   3 -
VOG4579              -          Ga0256845_1000001_55 -            3.7e-09   35.7  59.0   2.7e-08   32.9  37.4   2.1   1   1   1   2   2   2   2 -
VOG8463              -          Ga0256845_1000001_55 -            9.3e-07   27.4   8.8   9.3e-07   27.4   8.8   2.3   3   1   1   4   4   4   1 -
VOG4579              -          Ga0256845_1000001_57 -            2.8e-07   29.5  76.6      0.17   10.4  34.1   3.9   1   1   2   3   3   3   3 -
VOG5068              -          Ga0256845_1000001_57 -            3.5e-06   26.7   3.4   3.5e-06   26.7   3.4   3.2   4   1   1   5   5   5   1 -
VOG8908              -          Ga0256845_1000001_67 -            3.8e-10   38.7   0.3   4.5e-10   38.5   0.3   1.1   1   0   0   1   1   1   1 -
VOG5461              -          Ga0256845_1000001_71 -            3.7e-08   31.7   2.3   4.2e-08   31.5   2.3   1.0   1   0   0   1   1   1   1 -
VOG5461              -          Ga0256845_1000001_72 -            2.4e-11   42.1   1.7   2.6e-11   42.0   1.7   1.0   1   0   0   1   1   1   1 -
VOG0067              -          Ga0256845_1000001_84 -            2.7e-18   64.9   0.6   1.8e-15   55.6   0.1   2.2   2   0   0   2   2   2   2 -
VOG4717              -          Ga0256845_1000001_89 -            4.9e-06   25.7   0.1   6.1e-05   22.1   0.0   2.1   2   0   0   2   2   2   1 -
VOG5205              -          Ga0256845_1000001_95 -            1.2e-08   34.3   0.6   1.3e-08   34.1   0.6   1.0   1   0   0   1   1   1   1 -
VOG4550              -          Ga0256845_1000001_95 -            1.1e-06   28.1   0.0   1.2e-06   27.9   0.0   1.2   1   0   0   1   1   1   1 -
VOG4691              -          Ga0256845_1000001_97 -            2.4e-25   88.5   5.4   2.4e-25   88.5   5.4   4.0   3   1   0   3   3   3   2 -
VOG5068              -          Ga0256845_1000001_100 -            3.5e-07   29.9   0.5   3.5e-07   29.9   0.5   2.5   3   0   0   3   3   3   1 -
VOG3532              -          Ga0256845_1000001_112 -            9.9e-26   89.6   7.7   2.7e-25   88.2   7.7   1.6   1   1   0   1   1   1   1 -
VOG9532              -          Ga0256845_1000001_112 -            1.9e-07   29.5   4.5   2.7e-07   29.1   4.5   1.2   1   0   0   1   1   1   1 -
VOG5068              -          Ga0256845_1000001_116 -              2e-10   40.4   2.7     2e-10   40.4   2.7   3.3   3   1   0   3   3   3   2 -
VOG5461              -          Ga0256845_1000001_123 -            1.2e-36  125.3   2.1   1.5e-36  124.9   2.1   1.0   1   0   0   1   1   1   1 -
VOG4737              -          Ga0256845_1000001_123 -            1.3e-12   46.9   2.9   5.3e-09   35.1   0.1   2.5   1   1   1   2   2   2   2 -
VOG4142              -          Ga0256845_1000001_124 -            8.5e-46  155.8   8.8   2.4e-44  151.1   8.8   2.5   1   1   0   1   1   1   1 -
VOG5068              -          Ga0256845_1000001_126 -            3.8e-10   39.5   5.3   3.8e-10   39.5   5.3   3.8   4   1   0   4   4   4   1 -
VOG6236              -          Ga0256845_1000001_127 -              5e-08   31.8   0.6   5.9e-08   31.5   0.6   1.1   1   0   0   1   1   1   1 -
VOG9876              -          Ga0256845_1000001_133 -            7.4e-21   73.3   0.1   9.8e-21   72.9   0.1   1.2   1   0   0   1   1   1   1 -
VOG1031              -          Ga0256845_1000001_139 -              2e-64  217.1   0.6   2.3e-64  216.9   0.6   1.0   1   0   0   1   1   1   1 -
VOG1031              -          Ga0256845_1000001_140 -            3.3e-64  216.4   0.0     4e-64  216.1   0.0   1.0   1   0   0   1   1   1   1 -
VOG1031              -          Ga0256845_1000001_142 -            2.8e-49  167.3   0.0   1.3e-48  165.2   0.0   1.7   1   1   0   1   1   1   1 -
VOG1031              -          Ga0256845_1000001_144 -            5.9e-65  218.8   0.7   6.9e-65  218.6   0.7   1.0   1   0   0   1   1   1   1 -
VOG4548              -          Ga0256845_1000001_146 -            2.4e-50  170.8   0.1   2.9e-50  170.5   0.1   1.0   1   0   0   1   1   1   1 -
VOG0189              -          Ga0256845_1000001_148 -              1e-21   76.9   0.0   1.2e-21   76.7   0.0   1.0   1   0   0   1   1   1   1 -
VOG0025              -          Ga0256845_1000001_149 -            1.8e-28   99.6   1.5   2.5e-28   99.2   1.5   1.2   1   0   0   1   1   1   1 -
VOG0052              -          Ga0256845_1000001_153 -            8.8e-11   40.4   0.1   4.9e-07   28.1   0.1   2.0   2   0   0   2   2   2   2 -
VOG0088              -          Ga0256845_1000001_154 -            1.8e-89  300.4   0.1   1.2e-82  277.8   0.0   2.2   2   0   0   2   2   2   2 -
VOG2368              -          Ga0256845_1000001_154 -            4.2e-35  119.8   0.0   1.5e-14   51.8   0.0   3.6   2   1   1   3   3   3   3 -
VOG4060              -          Ga0256845_1000001_168 -            6.4e-35  119.3  40.1   4.8e-12   43.5   4.8   4.2   4   0   0   4   4   4   4 -
VOG8707              -          Ga0256845_1000001_168 -            6.3e-16   58.0  35.0   1.8e-05   23.6   2.5   4.4   4   0   0   4   4   4   4 -
VOG0494              -          Ga0256845_1000001_174 -            7.2e-26   89.6   0.0   8.2e-26   89.4   0.0   1.0   1   0   0   1   1   1   1 -
VOG0982              -          Ga0256845_1000001_176 -            1.4e-16   60.1   0.6   1.9e-16   59.7   0.6   1.1   1   0   0   1   1   1   1 -
VOG5782              -          Ga0256845_1000001_176 -            3.8e-07   28.8   0.3     8e-07   27.8   0.1   1.5   2   0   0   2   2   2   1 -
VOG4772              -          Ga0256845_1000001_182 -            5.8e-06   25.1   0.0   7.5e-06   24.8   0.0   1.1   1   0   0   1   1   1   1 -
VOG8616              -          Ga0256845_1000001_193 -            7.1e-08   31.2   0.4   0.00035   19.1   0.1   2.3   1   1   1   2   2   2   2 -
VOG0390              -          Ga0256845_1000001_194 -            1.3e-06   28.3   0.7   1.4e-06   28.2   0.7   1.1   1   0   0   1   1   1   1 -
VOG0982              -          Ga0256845_1000001_198 -            1.1e-12   47.4   0.2   1.4e-12   47.1   0.2   1.1   1   0   0   1   1   1   1 -
VOG4910              -          Ga0256845_1000001_200 -            1.7e-23   82.4   3.7   2.3e-23   81.9   3.7   1.1   1   0   0   1   1   1   1 -
VOG8651              -          Ga0256845_1000001_200 -            1.3e-12   46.3   1.5   1.5e-12   46.1   1.5   1.1   1   0   0   1   1   1   1 -
VOG6576              -          Ga0256845_1000001_200 -            1.7e-11   42.5   4.8     2e-11   42.3   4.8   1.1   1   0   0   1   1   1   1 -
VOG8550              -          Ga0256845_1000001_200 -            4.2e-10   37.4   4.3   5.2e-10   37.1   4.3   1.1   1   0   0   1   1   1   1 -
VOG4805              -          Ga0256845_1000001_201 -            4.9e-24   84.1  16.1   8.4e-11   41.2   1.1   3.4   1   1   2   3   3   3   3 -
VOG4579              -          Ga0256845_1000001_201 -            1.6e-07   30.3  57.3   4.3e-07   28.9  57.3   1.8   1   1   0   1   1   1   1 -
VOG4805              -          Ga0256845_1000001_202 -            8.3e-10   37.9   6.7     9e-07   28.1   0.7   2.2   1   1   1   2   2   2   2 -
VOG8463              -          Ga0256845_1000001_202 -            1.2e-06   27.0   1.6   1.2e-06   27.0   1.6   2.2   2   0   0   2   2   2   1 -
VOG7405              -          Ga0256845_1000001_230 -            2.1e-07   29.5   0.2     3e-07   29.0   0.2   1.2   1   0   0   1   1   1   1 -
VOG1374              -          Ga0256845_1000001_239 -            6.7e-18   63.8   0.1   7.5e-18   63.6   0.1   1.0   1   0   0   1   1   1   1 -
VOG8284              -          Ga0256845_1000001_259 -            1.2e-08   34.2   4.2   1.2e-08   34.2   4.2   2.1   1   1   1   2   2   2   2 -
VOG5762              -          Ga0256845_1000001_270 -              4e-11   41.8   0.0   4.7e-11   41.6   0.0   1.1   1   0   0   1   1   1   1 -
VOG6398              -          Ga0256845_1000001_314 -            1.9e-07   30.5   1.3   2.9e-07   29.9   1.3   1.5   1   1   0   1   1   1   1 -
VOG4573              -          Ga0256845_1000001_321 -              3e-25   88.5   0.0   3.5e-25   88.2   0.0   1.0   1   0   0   1   1   1   1 -
VOG3807              -          Ga0256845_1000001_328 -            3.9e-18   65.1   0.4   4.9e-18   64.8   0.4   1.2   1   0   0   1   1   1   1 -
VOG8675              -          Ga0256845_1000001_361 -              1e-27   96.4  11.5   9.3e-27   93.3   5.0   2.4   1   1   1   2   2   2   2 -
VOG1026              -          Ga0256845_1000001_369 -            2.7e-33  115.0   1.6   3.1e-33  114.8   1.6   1.1   1   0   0   1   1   1   1 -
