"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "sample" "country" "vcontact_cluster" "crispr_host"
"16006" "ERR589467_NODE_6_length_268899_cov_7.11059" 268899 7.11059 FALSE 55.81 FALSE FALSE "Myoviridae" NA NA 1 53 FALSE "ERR589467" "China" "" "Actinomyces"
"16096" "ERR589468_NODE_8_length_259491_cov_8.055" 259491 8.055 TRUE 34.91 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR589468" "China" "VC_178_6" NA
"16097" "ERR589468_NODE_12_length_238440_cov_15.2897" 238440 15.2897 FALSE 30.83 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "ERR589468" "China" "VC_2166_3" "Veillonella"
"16098" "ERR589468_NODE_15_length_232313_cov_4.99175" 232313 4.99175 FALSE 31.77 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "ERR589468" "China" "VC_1899_4" "Veillonella"
"16447" "ERR589470_NODE_5_length_228082_cov_20.6637" 228082 20.6637 FALSE 30.69 FALSE FALSE "Myoviridae" NA NA 0 77 TRUE "ERR589470" "China" "" "Prevotella"
"16448" "ERR589470_NODE_6_length_223240_cov_12.608" 223240 12.608 FALSE 38.53 FALSE FALSE "Other" NA NA 0 52 FALSE "ERR589470" "China" "VC_2465_0" NA
"16449" "ERR589470_NODE_8_length_203298_cov_11.3746" 203298 11.3746 FALSE 49.59 FALSE FALSE "Siphoviridae" NA NA 0 27 FALSE "ERR589470" "China" "" NA
"17033" "ERR589473_NODE_6_length_232822_cov_8.66784" 232822 8.66784 TRUE 33.5 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "ERR589473" "China" "VC_4998_1" "Streptococcus"
"17313" "ERR589474_NODE_3_length_418685_cov_59.3293" 418685 59.3293 FALSE 55.61 FALSE FALSE "Myoviridae" NA NA 1 79 TRUE "ERR589474" "China" "" "Actinomyces"
"17706" "ERR589476_NODE_12_length_267042_cov_70.8591" 267042 70.8591 TRUE 36.36 FALSE FALSE "Myoviridae" NA NA 0 98 FALSE "ERR589476" "China" "VC_1419_6" "Neisseria"
"17707" "ERR589476_NODE_17_length_249786_cov_9.20983" 249786 9.20983 TRUE 36.67 FALSE FALSE "Myoviridae" NA NA 0 58 TRUE "ERR589476" "China" NA "Streptococcus"
"17840" "ERR589477_NODE_3_length_448630_cov_3.63811" 448630 3.63811 FALSE 47.5 FALSE FALSE "Myoviridae" NA NA 0 71 TRUE "ERR589477" "China" NA "Actinomyces"
"17841" "ERR589477_NODE_10_length_268288_cov_13.1904" 268288 13.1904 FALSE 33.37 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "ERR589477" "China" "VC_4224_3" "Veillonella"
"18728" "ERR589481_NODE_7_length_214954_cov_7.17026" 214954 7.17026 TRUE 38.83 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "ERR589481" "China" "VC_7054_13" NA
"18935" "ERR589482_NODE_15_length_215171_cov_15.0685" 215171 15.0685 FALSE 30.27 FALSE FALSE "Myoviridae" NA NA 0 67 FALSE "ERR589482" "China" "" NA
"19378" "ERR589486_NODE_2_length_256915_cov_9.26168" 256915 9.26168 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "ERR589486" "China" "VC_3828_3" NA
"19562" "ERR589488_NODE_6_length_259556_cov_52.1781" 259556 52.1781 FALSE 49.61 FALSE FALSE "Unassigned" NA NA 0 40 FALSE "ERR589488" "China" "" NA
"19563" "ERR589488_NODE_7_length_248958_cov_38.8047" 248958 38.8047 TRUE 34.91 FALSE FALSE "Myoviridae" NA NA 0 97 FALSE "ERR589488" "China" "VC_1419_0" NA
"19566" "ERR589488_NODE_14_length_202605_cov_5.27921" 202605 5.27921 FALSE 32.87 FALSE FALSE "Myoviridae" NA NA 0 55 TRUE "ERR589488" "China" NA NA
"19567" "ERR589488_NODE_15_length_200430_cov_4.8925" 200430 4.8925 FALSE 38.56 FALSE FALSE "Other" NA NA 0 47 FALSE "ERR589488" "China" "VC_2465_0" NA
"20189" "ERR589493_NODE_2_length_304584_cov_7.42619" 304584 7.42619 FALSE 52.47 FALSE FALSE "Siphoviridae" NA NA 0 41 FALSE "ERR589493" "China" NA NA
"20190" "ERR589493_NODE_3_length_236490_cov_7.91112" 236490 7.91112 TRUE 33.82 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "ERR589493" "China" "VC_3541_1" NA
"20564" "ERR589496_NODE_5_length_325765_cov_22.4085" 325765 22.4085 TRUE 32.36 FALSE FALSE "Myoviridae" NA NA 0 103 TRUE "ERR589496" "China" "" NA
"21019" "ERR589499_NODE_13_length_241467_cov_8.20569" 241467 8.20569 FALSE 34.81 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "ERR589499" "China" NA NA
"23066" "ERR589507_NODE_23_length_259745_cov_22.0082" 259745 22.0082 FALSE 41.51 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "ERR589507" "China" "" NA
"23071" "ERR589507_NODE_39_length_222297_cov_4.98951" 222297 4.98951 TRUE 31.66 FALSE FALSE "Myoviridae" NA NA 0 39 TRUE "ERR589507" "China" NA NA
"23072" "ERR589507_NODE_44_length_214307_cov_10.9119" 214307 10.9119 TRUE 31.38 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "ERR589507" "China" "VC_4314_0" NA
"26861" "ERR589522_NODE_3_length_241546_cov_24.7065" 241546 24.7065 FALSE 33.75 FALSE FALSE "Myoviridae" NA NA 0 90 FALSE "ERR589522" "China" "VC_3541_1" NA
"26929" "ERR589524_NODE_3_length_256958_cov_13.3841" 256958 13.3841 TRUE 35.1 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR589524" "China" "VC_178_6" NA
"27089" "ERR589525_NODE_1_length_270147_cov_25.2534" 270147 25.2534 FALSE 42.65 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "ERR589525" "China" "" "Streptococcus"
"31896" "ERR589550_NODE_13_length_214063_cov_4.60348" 214063 4.60348 FALSE 29.69 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "ERR589550" "China" "VC_7842_8" NA
"32622" "ERR589556_NODE_30_length_232119_cov_14.2238" 232119 14.2238 FALSE 36.13 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "ERR589556" "China" "" "Eubacterium"
"35483" "ERR589576_NODE_2_length_390435_cov_11.5496" 390435 11.5496 FALSE 29.8 FALSE FALSE "Myoviridae" NA NA 0 76 TRUE "ERR589576" "China" NA NA
"39979" "ERR589604_NODE_12_length_252163_cov_229.014" 252163 229.014 TRUE 37.15 FALSE FALSE "Myoviridae" NA NA 0 95 FALSE "ERR589604" "China" "VC_1419_6" "Neisseria"
"40266" "ERR589608_NODE_7_length_360669_cov_11.7565" 360669 11.7565 TRUE 52.41 FALSE FALSE "Siphoviridae" NA NA 0 44 TRUE "ERR589608" "China" NA NA
"40267" "ERR589608_NODE_12_length_236194_cov_64.3221" 236194 64.3221 TRUE 42.41 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "ERR589608" "China" "" NA
"40650" "ERR589617_NODE_1_length_358538_cov_24.302" 358538 24.302 TRUE 49.61 FALSE FALSE "Siphoviridae" NA NA 0 48 TRUE "ERR589617" "China" NA NA
"40651" "ERR589617_NODE_3_length_322522_cov_34.3446" 322522 34.3446 TRUE 42.29 FALSE FALSE "Myoviridae" NA NA 0 66 FALSE "ERR589617" "China" "" "Streptococcus"
"40997" "ERR589618_NODE_4_length_306957_cov_10.7714" 306957 10.7714 FALSE 52.59 FALSE FALSE "Siphoviridae" NA NA 0 39 TRUE "ERR589618" "China" "VC_3139_17" NA
"41353" "ERR589619_NODE_2_length_256150_cov_8.10799" 256150 8.10799 TRUE 33.05 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "ERR589619" "China" "VC_3828_3" NA
"41703" "ERR589621_NODE_9_length_227105_cov_8.538" 227105 8.538 TRUE 39.16 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "ERR589621" "China" "VC_2385_1" NA
"42251" "ERR589627_NODE_11_length_237173_cov_4.56449" 237173 4.56449 FALSE 33.72 FALSE FALSE "Myoviridae" NA NA 0 86 FALSE "ERR589627" "China" "VC_3541_1" NA
"42619" "ERR589628_NODE_2_length_358035_cov_7.29377" 358035 7.29377 TRUE 49.63 FALSE FALSE "Siphoviridae" NA NA 0 44 TRUE "ERR589628" "China" NA NA
"43108" "ERR589629_NODE_10_length_223888_cov_10.7963" 223888 10.7963 TRUE 27.63 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "ERR589629" "China" "VC_2881_1" "Lachnoanaerobaculum"
"43109" "ERR589629_NODE_13_length_210410_cov_5.86219" 210410 5.86219 FALSE 46.76 FALSE FALSE "Myoviridae" NA NA 0 26 FALSE "ERR589629" "China" NA "Actinomyces"
"43755" "ERR589632_NODE_9_length_253907_cov_13.103" 253907 13.103 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "ERR589632" "China" "VC_8879_7" NA
"44523" "ERR589638_NODE_10_length_243430_cov_5.40276" 243430 5.40276 FALSE 30.81 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "ERR589638" "China" "VC_2166_3" "Veillonella"
"44788" "ERR589642_NODE_10_length_267647_cov_6.08593" 267647 6.08593 FALSE 32.81 FALSE FALSE "Siphoviridae" NA NA 0 28 FALSE "ERR589642" "China" "VC_3157_5" "Streptococcus"
"44789" "ERR589642_NODE_13_length_243671_cov_9.19983" 243671 9.19983 TRUE 33.71 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "ERR589642" "China" "VC_3541_1" NA
"44790" "ERR589642_NODE_15_length_237093_cov_7.49549" 237093 7.49549 TRUE 32.6 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "ERR589642" "China" "VC_1897_5" "Veillonella"
"44791" "ERR589642_NODE_16_length_234787_cov_9.54712" 234787 9.54712 FALSE 38.94 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "ERR589642" "China" "" NA
"45139" "ERR589644_NODE_8_length_251277_cov_7.80091" 251277 7.80091 TRUE 29.51 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "ERR589644" "China" "VC_1858_1" NA
"45141" "ERR589644_NODE_11_length_229774_cov_10.9417" 229774 10.9417 TRUE 31.47 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "ERR589644" "China" NA NA
"45530" "ERR589645_NODE_9_length_264051_cov_13.0557" 264051 13.0557 FALSE 33.42 FALSE FALSE "Siphoviridae" NA NA 0 25 FALSE "ERR589645" "China" NA "Streptococcus"
"45856" "ERR589646_NODE_37_length_200285_cov_8.24245" 200285 8.24245 FALSE 31.57 FALSE FALSE "Myoviridae" NA NA 0 60 FALSE "ERR589646" "China" "VC_240_3" NA
"46180" "ERR589648_NODE_8_length_206087_cov_76.4198" 206087 76.4198 FALSE 38.49 FALSE FALSE "Siphoviridae" NA NA 0 34 TRUE "ERR589648" "China" "" "Streptococcus"
"46414" "ERR589651_NODE_1_length_218907_cov_95.2366" 218907 95.2366 TRUE 32.97 FALSE FALSE "Siphoviridae" NA NA 0 58 FALSE "ERR589651" "China" NA NA
"46415" "ERR589651_NODE_2_length_200190_cov_29.767" 200190 29.767 TRUE 37.25 FALSE FALSE "Siphoviridae" NA NA 0 46 FALSE "ERR589651" "China" "VC_12194_3" "Selenomonas"
"46819" "ERR589658_NODE_4_length_238023_cov_44.7933" 238023 44.7933 FALSE 33.8 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "ERR589658" "China" "VC_3541_1" NA
"47170" "ERR589659_NODE_2_length_324951_cov_27.7483" 324951 27.7483 TRUE 29.51 FALSE FALSE "Myoviridae" NA NA 0 91 TRUE "ERR589659" "China" NA NA
"47174" "ERR589659_NODE_12_length_230408_cov_41.4068" 230408 41.4068 FALSE 41.98 FALSE FALSE "Siphoviridae" NA NA 0 55 TRUE "ERR589659" "China" "" NA
"47176" "ERR589659_NODE_14_length_225617_cov_51.1695" 225617 51.1695 TRUE 34.06 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "ERR589659" "China" NA NA
"47526" "ERR589660_NODE_9_length_251743_cov_8.24763" 251743 8.24763 FALSE 36.86 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "ERR589660" "China" NA "Porphyromonas"
"47898" "ERR589663_NODE_4_length_368956_cov_6.83765" 368956 6.83765 TRUE 39.78 FALSE FALSE "Myoviridae" NA NA 0 70 FALSE "ERR589663" "China" "" "Streptococcus"
"47900" "ERR589663_NODE_10_length_234793_cov_65.7821" 234793 65.7821 TRUE 33.78 FALSE FALSE "Myoviridae" NA NA 0 87 FALSE "ERR589663" "China" "VC_3541_1" NA
"48388" "ERR589666_NODE_5_length_290540_cov_7.69353" 290540 7.69353 FALSE 42.88 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "ERR589666" "China" "" "Streptococcus"
"48998" "ERR589685_NODE_5_length_255857_cov_8.75687" 255857 8.75687 FALSE 49.94 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "ERR589685" "China" "" NA
"49152" "ERR589703_NODE_3_length_201101_cov_7.53798" 201101 7.53798 FALSE 36.07 FALSE FALSE "Myoviridae" NA NA 0 26 FALSE "ERR589703" "China" "VC_4340_1" NA
"49376" "ERR589708_NODE_6_length_259691_cov_6.83762" 259691 6.83762 FALSE 30.71 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "ERR589708" "China" NA NA
"50564" "ERR589737_NODE_21_length_258964_cov_19.4239" 258964 19.4239 TRUE 32.68 FALSE FALSE "Myoviridae" NA NA 0 52 TRUE "ERR589737" "China" NA NA
"51779" "ERR589743_NODE_18_length_273969_cov_12.1075" 273969 12.1075 TRUE 29.61 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR589743" "China" "" NA
"52529" "ERR589746_NODE_12_length_258397_cov_6.74816" 258397 6.74816 FALSE 33.79 FALSE FALSE "Myoviridae" NA NA 0 37 TRUE "ERR589746" "China" NA NA
"53073" "ERR589748_NODE_5_length_348284_cov_8.06265" 348284 8.06265 FALSE 29.82 FALSE FALSE "Myoviridae" NA NA 0 80 TRUE "ERR589748" "China" NA NA
"53573" "ERR589750_NODE_6_length_372024_cov_20.0773" 372024 20.0773 FALSE 29.98 FALSE FALSE "Myoviridae" NA NA 0 86 TRUE "ERR589750" "China" NA NA
"55373" "ERR589762_NODE_15_length_224991_cov_14.4081" 224991 14.4081 TRUE 45.33 FALSE FALSE "Myoviridae" NA NA 0 147 FALSE "ERR589762" "China" "VC_573_1" NA
"56648" "ERR589769_NODE_37_length_220777_cov_12.0692" 220777 12.0692 FALSE 45.49 FALSE FALSE "Myoviridae" NA NA 0 148 FALSE "ERR589769" "China" "VC_573_1" NA
"60422" "ERR589785_NODE_20_length_269622_cov_38.5307" 269622 38.5307 FALSE 31.15 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "ERR589785" "China" NA NA
"62770" "ERR589796_NODE_1_length_512029_cov_8.91079" 512029 8.91079 FALSE 31.96 FALSE FALSE "Siphoviridae" NA NA 10 107 TRUE "ERR589796" "China" NA NA
"62774" "ERR589796_NODE_26_length_210837_cov_9.11346" 210837 9.11346 FALSE 32.39 FALSE FALSE "Myoviridae" NA NA 2 34 FALSE "ERR589796" "China" "" NA
"65444" "ERR589808_NODE_24_length_213797_cov_6.97137" 213797 6.97137 FALSE 31.4 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "ERR589808" "China" "VC_4314_0" NA
"69098" "ERR589826_NODE_12_length_228591_cov_8.75589" 228591 8.75589 FALSE 33.78 FALSE FALSE "Siphoviridae" NA NA 0 53 TRUE "ERR589826" "China" NA NA
"70017" "ERR589829_NODE_17_length_219211_cov_31.8515" 219211 31.8515 FALSE 36.52 FALSE FALSE "Siphoviridae" NA NA 0 74 TRUE "ERR589829" "China" "" "Coprococcus"
"74380" "ERR589855_NODE_29_length_207552_cov_15.8838" 207552 15.8838 FALSE 30.4 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "ERR589855" "China" NA NA
"76452" "ERR589866_NODE_13_length_207837_cov_11.0899" 207837 11.0899 TRUE 30.7 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "ERR589866" "China" "" NA
"76775" "ERR589869_NODE_6_length_259425_cov_16.1393" 259425 16.1393 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 63 TRUE "ERR589869" "China" NA NA
"77079" "ERR589871_NODE_16_length_263720_cov_18.2578" 263720 18.2578 TRUE 35.3 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "ERR589871" "China" "" NA
"77689" "ERR589874_NODE_24_length_210016_cov_16.1993" 210016 16.1993 FALSE 27.43 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "ERR589874" "China" NA NA
"78423" "ERR1474568_NODE_4_length_227053_cov_6.57548" 227053 6.57548 FALSE 39.21 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "ERR1474568" "Philippines" "VC_2385_1" NA
"78424" "ERR1474568_NODE_6_length_201530_cov_57.6677" 201530 57.6677 FALSE 31.65 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "ERR1474568" "Philippines" "VC_240_3" NA
